store_id,store_name,location,demographics
2560,Davis-Avila,305 James Burgs,"(-24.278514,-28.547704)"
2561,,180 Nicholson Crossing,"(67.2274565,-112.456753)"
2562,Scott-Thomas,0540 Kyle Well Apt. 759,"(10.351680,176.276376)"
2563,"Nichols, Flowers and Rivas",LOCATION_ERROR,"(31.6570275,-59.347690)"
2564,Andrews Inc,713 Patton Junctions,"(12.749670,115.576672)"
2565,Phillips-Cummings,097 Johnson Parks,"(-67.0798945,-100.679899)"
2566,"Meyers, Liu and Murray",51007 Fleming View,"(14.9622815,16.025385)"
2567,"Schroeder, Carter and Miller",90763 Robert Meadows Suite 779,"(55.5401425,-33.207448)"
2568,Thomas-Abbott,0885 Tracie Island,"(15.6196635,89.211500)"
2569,STORE_ERROR,3418 Becker Expressway Suite 907,"(23.709897,-96.930556)"
2570,"Miller, Johnson and Castaneda",1852 David Keys Apt. 135,"(3.9540325,-98.001967)"
2571,Good Group,LOCATION_ERROR,"(50.637079,-51.309910)"
2572,"Padilla, Reynolds and Perry",10761 Lisa Groves,DEMOGRAPHICS_ERROR
2573,None,471 Buck Well Apt. 832,"(35.5854125,110.871031)"
2574,None,None,"(-70.697108,152.207019)"
2575,Mathis-Marquez,7991 Decker Cliff,"(36.0295445,0.447014)"
2576,Briggs-Taylor,0322 Susan Mall,"(-57.684238,43.258506)"
2577,Oconnor-Reeves,None,
2578,"Levy, Weber and Evans",3327 Paul Ville Apt. 894,"(-31.479117,10.337198)"
2579,Lozano-Hood,8956 Jennifer Overpass Apt. 426,"(16.1180625,-142.393765)"
2580,Johnson-Sanchez,LOCATION_ERROR,None
2581,Love-Martinez,450 Edward Tunnel Suite 090,"(-3.1072345,-117.420488)"
2582,"Edwards, Garcia and Skinner",69355 Oneill Mills Suite 803,"(83.6702055,53.930389)"
2583,Hart-Jackson,,"(-49.002892,3.258815)"
2584,Carey-Dalton,8081 Stacy Extensions,"(-44.568301,115.228218)"
2585,Hill Group,09237 Powell Mountain,"(40.853736,133.791080)"
2586,,65590 Carroll Locks,"(60.822439,109.308666)"
2587,Hernandez Ltd,9397 Tyrone Green,"(-73.332866,-20.459632)"
2588,Thompson LLC,LOCATION_ERROR,"(61.596357,-60.586501)"
2589,Johns-Manning,778 Powell Circles,"(-16.982274,-36.412167)"
2590,Drake PLC,365 David Road,"(-46.436362,-120.696619)"
2591,Wood-Smith,,"(-6.882249,-146.408579)"
2592,Cole-Moore,65917 Melissa Bridge Apt. 645,"(84.4772615,-6.550716)"
2593,None,54764 Karen Flat Suite 852,"(55.5469065,-74.331521)"
2594,"Watson, Wagner and Sullivan",8088 Edward Center Suite 404,"(-46.456201,74.379379)"
2595,"Mora, Garza and Cross",59975 Charles Avenue Suite 927,"(86.9838655,-69.630442)"
2596,Sutton-Mcbride,94680 Paul Station,"(-37.1904785,-89.580056)"
2597,Lynch-Sanchez,2166 Sarah Island Suite 860,"(-5.4858775,52.792066)"
2598,"Fox, Woods and Vasquez",LOCATION_ERROR,"(11.657008,142.204647)"
2599,Vargas-Jackson,46625 Kent Flat,"(-42.955931,143.424407)"
2600,Johnson-Nelson,,"(-16.702204,-46.054484)"
2601,Walter Inc,5259 Heidi Hills,"(3.216806,-176.355922)"
2602,STORE_ERROR,4922 Brown Overpass Suite 540,"(-50.816462,-64.829681)"
2603,"Anderson, Morris and Oneill",115 Esparza Oval Suite 994,"(7.4894095,-168.952355)"
2604,Parker PLC,82610 Sarah Ports,"(71.751060,14.812609)"
2605,"Martin, Alvarez and Gregory",8963 Mcintosh Cliff,"(41.696990,6.865609)"
2606,STORE_ERROR,2795 David Loop,"(-67.1623635,-152.993775)"
2607,"Gardner, Guzman and Davis",7365 Jones Forge Suite 354,"(-3.3236435,-174.410640)"
2608,"Wilson, Hester and Green",72514 Hall Junctions Apt. 550,"(-46.210647,-123.236307)"
2609,Brandt-Spencer,,"(-89.556522,-54.368858)"
2610,STORE_ERROR,24365 Jessica Motorway Suite 137,None
2611,Crawford Group,964 Smith Vista,"(59.458594,59.182685)"
2612,"Cooper, Woods and Robinson",80803 Mckenzie Turnpike,"(-88.935767,-107.046110)"
2613,Mcintosh Inc,2204 Obrien Orchard,"(56.366744,-127.695431)"
2614,Owen Inc,120 Fitzpatrick Brooks,"(-9.874385,14.804256)"
2615,Montoya Group,,"(5.140103,41.065292)"
2616,Walls LLC,8937 Vincent Turnpike,"(27.755673,-17.174912)"
2617,"Wilson, Long and Gomez",0539 Victor View,"(-60.531242,169.378245)"
2618,"Franklin, Nolan and Andrade",08161 David Forest Apt. 145,"(-74.0104875,172.117129)"
2619,Gardner LLC,None,"(-38.3067635,-116.512025)"
2620,Harris-Webster,5187 Carrillo Road Apt. 805,"(43.5769555,12.341100)"
2621,Wells Ltd,3956 Anderson Crossroad,"(36.962844,117.423150)"
2622,"Johnson, Ortiz and Perez",None,"(86.1988185,-171.130066)"
2623,Melendez Inc,511 Montes Spurs Suite 486,"(27.494542,-19.771745)"
2624,"Herrera, Wilson and Alexander",LOCATION_ERROR,None
2625,"Butler, Robinson and Osborne",235 Stafford Track,"(-78.3059025,164.573066)"
2626,None,15290 Christina Burgs,"(-42.474290,112.840301)"
2627,Rodriguez PLC,76758 Erica Well Apt. 320,"(34.763070,113.243977)"
2628,Bailey-Carpenter,24059 William Plaza Suite 800,"(5.618694,156.597635)"
2629,"Rodriguez, Rivera and Burke",1713 Aimee Mews Suite 676,"(-85.2946615,42.036687)"
2630,Pierce Inc,None,"(-65.561995,-0.555589)"
2631,Craig Inc,15252 Jason Neck Apt. 057,"(89.987304,65.874333)"
2632,Delgado-Patel,6200 Morales Locks Apt. 523,"(86.551150,-63.766742)"
2633,"Bailey, Warren and Garcia",110 Karen Shore Suite 472,"(33.8800375,-144.697699)"
2634,Watson-Peck,8144 Mark Knolls Suite 792,"(-60.6754485,149.871082)"
2635,Kim-Macias,759 Kristin Roads Apt. 119,"(-16.743210,-14.260456)"
2636,Duncan-Palmer,1874 Reyes Squares Apt. 158,"(-5.7659005,-30.506634)"
2637,Odonnell Inc,53831 Obrien Road,"(82.510702,-1.424453)"
2638,Gutierrez-Cruz,795 David Mews Suite 777,"(-51.8918765,132.833413)"
2639,Adams PLC,1523 Kyle Throughway,"(-38.7203855,72.495816)"
2640,"Coffey, Mendez and Henderson",3243 Hernandez Flat Suite 063,"(-8.6769205,-51.267695)"
2641,"Smith, Lawson and Benton",702 Laura Glens Apt. 093,"(40.4587335,-9.342019)"
2642,"Harrison, Wallace and Meyer",0422 Lisa Mission Apt. 665,"(-14.182302,83.549070)"
2643,Davidson-Webster,8488 Evan Path Apt. 757,"(3.0664635,153.700486)"
2644,Lopez-Meyers,6239 Leah Prairie,"(27.1838665,-35.478358)"
2645,"Luna, Rodriguez and Fuller",56526 Glover Walks Suite 393,"(-1.900134,5.327276)"
2646,"Hicks, Moore and Bailey",49638 Long Radial Suite 984,"(-42.2645545,-167.104032)"
2647,Thomas and Sons,11743 Lang Unions,"(-82.8167065,-116.330388)"
2648,None,269 Blackwell Summit Suite 189,"(-41.878488,-153.877548)"
2649,Lopez Group,39789 Natalie Grove Suite 922,"(-12.4550895,-36.105339)"
2650,Lee-Perez,36963 Wendy Road,"(-3.9859035,166.131972)"
2651,Taylor LLC,00165 Garcia Neck Suite 530,"(-35.013625,-166.419966)"
2652,Wyatt-Brown,6359 Brittany Trace Suite 975,None
2653,"Miller, Garner and Walker",None,"(1.3952615,-40.317116)"
2654,None,33135 Price Gateway Apt. 009,"(-86.4551445,8.999655)"
2655,Smith LLC,8797 James Union,"(41.3883125,62.265738)"
2656,Hoover-Taylor,48363 Martin Village Apt. 690,"(-26.9139585,15.888906)"
2657,"Norman, Thomas and Tucker",766 Michele Isle,"(-6.2313915,129.190818)"
2658,Phelps PLC,0785 Chelsea Drives,"(-87.7139515,-89.314756)"
2659,Henderson Group,750 Marquez Ports Suite 073,"(-32.012963,11.398050)"
2660,Rice and Sons,433 Janet Plaza,"(-25.3838205,-80.525604)"
2661,Foster-Williams,None,"(-69.0919125,147.647551)"
2662,"Moreno, Flores and Martinez",357 Amanda Ways,"(41.9715275,173.729483)"
2663,Martin-Smith,9174 Jacob Hills,"(84.4597235,-44.673483)"
2664,"Ochoa, Ford and Bridges",688 Dawn Tunnel Apt. 515,"(-70.004754,-116.822379)"
2665,Cherry-Lang,5397 Figueroa Alley,"(-70.6620145,-117.185502)"
2666,"Jones, Bryant and Ray",5340 Wilcox Ford Suite 139,
2667,STORE_ERROR,22889 Walter Motorway,"(-55.628305,-160.401762)"
2668,"Campbell, Meyers and Williams",LOCATION_ERROR,"(23.9046355,-42.567580)"
2669,Anderson-Smith,1422 Andrew Alley,"(19.380016,-139.496322)"
2670,Chang-Perry,None,"(-34.5802165,-139.773859)"
2671,Petersen-Barrett,51315 Ellis Throughway Apt. 919,DEMOGRAPHICS_ERROR
2672,Ryan LLC,,"(-89.3149945,-170.366110)"
2673,"Benson, Nelson and Hunt",017 James Valleys,"(-77.467789,90.002885)"
2674,STORE_ERROR,7072 Mendoza Plaza Suite 263,"(-42.323586,-151.513255)"
2675,Parrish PLC,,DEMOGRAPHICS_ERROR
2676,"Lyons, Harris and Strong",62692 Ian Park Suite 660,"(-55.126933,-10.616846)"
2677,"Stanton, Shelton and Miller",2745 Pacheco Hills,"(88.429599,-57.513299)"
2678,Noble-Russell,616 Goodman Square Suite 345,"(72.3899195,115.326506)"
2679,"Parker, Henson and Johnson",11787 Timothy Throughway Suite 386,"(-67.4506395,173.629935)"
2680,"Williams, Tapia and Price",None,"(44.814415,-38.053835)"
2681,"Gomez, Maxwell and Allen",307 Griffin Rapids Apt. 435,"(30.507572,28.742764)"
2682,Matthews-Kirby,27281 Velasquez Junctions Suite 916,"(15.312639,56.908878)"
2683,"Hall, Boyd and Cruz",13164 Lisa Haven,None
2684,Torres-Ford,8328 Joann Courts Suite 963,"(29.4826665,65.093697)"
2685,Monroe LLC,10617 Ortiz Locks Apt. 292,"(52.857479,102.887030)"
2686,Scott and Sons,977 Richardson Crossing,"(-49.677666,-90.312098)"
2687,Bray Group,7977 Parker Crossroad,DEMOGRAPHICS_ERROR
2688,Chapman-Andrews,60556 Mary Gardens Apt. 500,"(-4.2608455,-43.427324)"
2689,"Stein, Smith and Hartman",070 Cody Glen Apt. 220,"(76.7728105,94.521292)"
2690,Bishop-Johnson,358 Richard Pike Suite 073,"(55.7757675,178.371072)"
2691,"Davis, Jones and Michael",4967 Amy Stream Suite 700,None
2692,STORE_ERROR,48695 James Fall,"(-40.0078945,157.629144)"
2693,Duffy PLC,None,"(20.3226005,-64.414783)"
2694,,None,"(86.003617,-85.626781)"
2695,Alvarado Ltd,57041 David Island Suite 625,"(-17.2086535,78.961808)"
2696,Green-Johnson,5869 Lisa Hills,"(20.4928655,-29.588182)"
2697,"Brown, Sherman and Dunn",11002 Kidd Views,"(-20.284673,-9.078698)"
2698,Martinez LLC,035 Villegas Prairie,"(-36.282234,-17.405693)"
2699,"Garrett, Rivera and Daniels",0035 Gutierrez Port Apt. 550,"(84.804784,-14.467615)"
2700,Vaughan Ltd,4220 Diane Forge,"(-0.049056,-33.557071)"
2701,Dunlap-Burns,911 Jeffrey Gardens,"(26.7234365,-66.768037)"
2702,"Lang, Nixon and Reed",104 Bianca Points Suite 900,"(-66.719740,78.715393)"
2703,None,545 Todd Causeway,"(-2.5560745,152.653142)"
2704,Young LLC,,"(-38.0344775,-64.788535)"
2705,Pearson PLC,2329 Jamie Green,"(73.3710795,-141.037232)"
2706,Murphy-Madden,939 Shirley Trafficway Apt. 631,"(-44.285365,-164.087772)"
2707,"Keller, Sawyer and Black",6378 Frey Turnpike,"(-10.224441,81.392381)"
2708,Craig LLC,1708 Wagner Bridge,"(-14.2876785,-178.024602)"
2709,Whitaker and Sons,430 Foster Crossing,"(-82.7004695,-87.439952)"
2710,None,19683 Corey Rest,"(5.8571595,-175.268320)"
2711,Gutierrez PLC,389 Olsen Fords Apt. 643,
2712,Tucker-Ryan,None,"(-74.873101,24.051544)"
2713,Dixon Ltd,None,"(-5.553312,-78.789917)"
2714,"Ryan, Avila and Petty",LOCATION_ERROR,"(27.182790,-35.996513)"
2715,STORE_ERROR,32362 Evans Street Apt. 060,"(-11.8322105,-81.257589)"
2716,Rogers-Gregory,3813 Kevin Skyway,"(83.982469,109.032094)"
2717,None,343 Watson Causeway,"(-51.462956,-149.575240)"
2718,STORE_ERROR,571 Alexander Knolls Suite 689,"(55.138001,-81.989784)"
2719,STORE_ERROR,87210 Michelle Parks,"(84.957734,-106.126826)"
2720,Doyle Inc,None,"(-42.2049675,-2.337478)"
2721,Oconnor Group,None,DEMOGRAPHICS_ERROR
2722,Huynh Ltd,7918 Moore Park,"(-72.1942995,146.071645)"
2723,Sanders-Mcclain,03320 Berg Park Suite 429,"(23.1641045,30.132526)"
2724,Ford PLC,1890 Cheryl Trail Apt. 313,"(68.6191615,125.154133)"
2725,"Cannon, Jimenez and Hall",0620 Ryan Skyway Apt. 686,None
2726,"Jones, Rogers and Sanchez",2660 Haney Freeway,"(16.0311855,22.938160)"
2727,Hamilton and Sons,4431 Jason Wall Suite 445,"(29.824787,7.854891)"
2728,Johnson-Caldwell,8971 Morgan Springs,DEMOGRAPHICS_ERROR
2729,Williams and Sons,8542 Douglas Ports Apt. 666,"(-64.449289,77.237513)"
2730,Dawson-Ferrell,,"(-20.8111815,98.991831)"
2731,"Johnson, Schwartz and Baker",97229 Thompson Flat,"(66.5037475,-23.562347)"
2732,"Grant, Ryan and Bentley",4471 Shirley Heights,"(65.9573115,-153.439160)"
2733,Clark and Sons,None,"(-51.255687,98.785459)"
2734,Brennan-Williams,5693 Dominguez Orchard Suite 464,"(-40.1105585,-127.737600)"
2735,Sawyer and Sons,741 Rhodes Summit Suite 833,DEMOGRAPHICS_ERROR
2736,Beard LLC,05447 Romero Mill Suite 784,"(-87.463459,-12.216484)"
2737,"Nelson, Turner and Levy",90877 Rivera Alley,"(64.443952,114.778410)"
2738,Delgado Inc,982 Brown Turnpike,"(13.6536075,103.143215)"
2739,Chapman-Coffey,1445 Smith Alley,"(-82.995262,-11.725488)"
2740,Allen and Sons,78544 Michelle Forges,"(86.189549,-79.963882)"
2741,"Deleon, Arnold and Beck",18649 Coleman Rapid Apt. 915,None
2742,Thomas-Miller,33515 Christopher Center Apt. 308,"(46.1526805,16.343608)"
2743,Hayes Group,8332 Marshall Gateway,"(24.5771155,-62.376180)"
2744,Diaz-Velasquez,024 Andrew Stravenue,"(-19.944148,-125.896744)"
2745,Marsh-Cain,8714 Hunter Hill Apt. 493,"(-75.6586685,112.511356)"
2746,,6012 Quinn Fords,"(-66.8818185,-164.831943)"
2747,"Fisher, Reyes and Kane",2412 Ashley Drive,"(-47.736855,128.865093)"
2748,Gonzales Inc,894 Anthony Circles,"(39.1270255,146.784126)"
2749,"Pierce, Diaz and Cummings",680 David Ports,"(79.770102,41.252388)"
2750,Barker-Harper,48479 Sanchez Radial Apt. 192,"(84.062791,106.733415)"
2751,Rose PLC,895 Rodriguez Fort Suite 371,"(-79.416901,23.198803)"
2752,Powell LLC,442 Wagner Crossroad Apt. 991,"(-53.6196925,-23.069268)"
2753,"Barker, Johns and Green",None,"(7.6068785,-113.321399)"
2754,Ward-Pennington,27391 Michael Skyway Suite 071,"(-21.9417815,165.490968)"
2755,"Rice, Mills and Fernandez",7917 Holmes Course,"(-76.3833305,-179.387535)"
2756,"Poole, Hart and Perkins",LOCATION_ERROR,None
2757,Long-George,LOCATION_ERROR,"(-20.0531765,-127.603458)"
2758,"Patel, Gonzalez and Adkins",594 Tanner Land,"(-18.1775615,41.676703)"
2759,"Mcmahon, Stewart and Walsh",85807 Conway Mountain Apt. 449,"(-75.294956,-20.992911)"
2760,"Sampson, Ramos and Smith",547 Kara Springs Apt. 507,"(-7.371003,-125.451587)"
2761,Mullins PLC,492 Proctor Estate Suite 968,"(77.1690185,-131.106741)"
2762,"Davis, Harris and Holloway",37265 Riggs Brook Apt. 133,"(33.298962,90.630215)"
2763,Reeves PLC,5965 James Circle Suite 670,"(84.6989725,163.639648)"
2764,"Taylor, Williams and Smith",747 Ferguson Forks,"(71.692419,-116.882917)"
2765,Nelson Ltd,2015 Perez Locks,"(42.1571745,23.612956)"
2766,"Perez, Perez and Marquez",1011 Clark Heights,"(41.659047,90.278838)"
2767,Sanchez-Sharp,,None
2768,"Daniel, Phillips and Walls",None,None
2769,Ellis LLC,36346 Krystal Corner,"(88.2979685,-118.737664)"
2770,"Young, Garcia and Wheeler",14314 Jeffrey Wall Apt. 177,"(-8.406543,148.272669)"
2771,Sheppard-Turner,45610 Billy View,"(65.5064305,-81.765002)"
2772,"Walker, Brooks and Mayer",754 Jamie Harbors Apt. 184,"(-43.794747,82.021768)"
2773,Johnson-Bryant,243 Jaime Freeway Suite 926,"(40.5494645,-157.560270)"
2774,Wade-Clark,667 Jennifer Islands Suite 374,"(-8.9968955,68.651697)"
2775,Kline-Hayes,2931 Owens Heights Apt. 290,"(79.0737615,26.225575)"
2776,"Johnson, Bowers and Beard",21614 Torres Brooks,"(78.8409185,-175.553275)"
2777,,39256 Smith Turnpike Apt. 904,"(-15.5094645,-70.542211)"
2778,"Bond, Johnson and Russell",80296 Alicia Streets,DEMOGRAPHICS_ERROR
2779,Haas-Kirk,811 Chambers Forge,"(-76.983093,-15.073983)"
2780,West LLC,2374 Jones Springs,DEMOGRAPHICS_ERROR
2781,"Carpenter, Bullock and Hernandez",288 Durham Square Apt. 395,"(43.6381085,-105.601564)"
2782,"Fuentes, Owen and Davis",5838 Robert Mountain,"(8.4658425,98.701334)"
2783,Watkins-Martinez,7699 Bradley Field,"(33.383099,119.960274)"
2784,Cunningham-Acevedo,431 Elizabeth Extensions,"(49.060524,84.792583)"
2785,"Garcia, Mccormick and White",9843 Timothy Estates Apt. 639,"(-4.8398315,-80.384220)"
2786,"Garrison, Taylor and Murphy",176 John Isle Suite 329,"(85.356747,150.173787)"
2787,Gonzales PLC,68861 Theresa Trafficway Apt. 171,"(59.6969275,-117.701607)"
2788,STORE_ERROR,03405 Glenn Place,"(25.636356,162.485102)"
2789,Rose-Ball,4929 Harris Glens,"(-34.208499,29.010667)"
2790,Shields PLC,459 Joshua Ranch Suite 419,None
2791,None,265 Peck Center Suite 157,"(73.1505635,-85.006879)"
2792,Knapp-Johnson,38515 Gonzalez Square Apt. 833,"(71.870847,-61.231548)"
2793,Williams and Sons,821 Hurst Square Apt. 430,"(-3.6491045,-141.511336)"
2794,Spencer-Vance,326 Davis Dale Apt. 045,"(38.2628665,86.204651)"
2795,"Lawson, Padilla and Allen",87524 Good Ranch Suite 703,"(18.1622355,79.654553)"
2796,"Watkins, Graham and Green",346 Deborah Vista Suite 165,"(85.2785975,41.289126)"
2797,"Hunt, Mccoy and Reed",220 Chavez Divide Suite 919,"(-50.020520,-19.050029)"
2798,Holland PLC,044 Jeffrey Glen Suite 321,"(41.3721335,-173.183275)"
2799,Sparks LLC,537 Gallagher Springs Apt. 794,"(65.1255255,36.070702)"
2800,None,25492 Sarah Locks Apt. 428,"(-63.585012,45.931498)"
2801,Sandoval-Baker,70832 Kelsey Mission,"(-7.6229295,142.197637)"
2802,"Thomas, Leon and Thomas",029 Richard Squares Suite 650,"(19.934703,-96.613385)"
2803,Fischer-Sherman,946 Morrison Curve,"(23.792003,-26.836924)"
2804,"Burton, Pace and Wilson",LOCATION_ERROR,"(50.700713,14.153900)"
2805,Lyons Ltd,0401 Karen Highway,"(-29.6206145,90.793695)"
2806,STORE_ERROR,53118 Jennifer Hills Apt. 124,"(19.552515,50.970116)"
2807,"Jones, Harrington and Lawrence",503 Doyle Ranch,"(37.7222775,98.112589)"
2808,Davenport-Wilson,4115 Raymond Tunnel,"(-82.7821145,-125.192194)"
2809,Wade Ltd,67288 Joseph Ferry Apt. 781,"(-84.4981785,-116.132371)"
2810,STORE_ERROR,48311 Alexandria Green,DEMOGRAPHICS_ERROR
2811,Crosby PLC,8994 Walker Mountain,"(12.934427,46.111303)"
2812,Rosario-Young,None,DEMOGRAPHICS_ERROR
2813,Kirby Ltd,397 Janice Flat Suite 016,"(20.900843,-15.313991)"
2814,,5315 Joseph Trace Suite 407,"(-62.2106865,50.423373)"
2815,"Bird, Munoz and Hoover",01886 Jennifer Cape,"(-64.077023,40.310256)"
2816,Erickson-Bonilla,700 Quinn Bypass Suite 959,"(1.4849815,-41.774693)"
2817,"Sims, Carlson and Hunter",8264 Price Radial Suite 190,
2818,"Davis, Wyatt and King",986 Douglas Trail,"(-82.647252,124.716890)"
2819,None,7257 William Avenue,"(-70.4270885,-51.422409)"
2820,Stark-Bass,None,None
2821,Dickson LLC,8852 Tyler Station,"(85.221061,8.680391)"
2822,Cunningham Ltd,232 Wells Villages Suite 774,"(-48.859387,-101.267640)"
2823,Fitzgerald and Sons,1573 Sierra Dam,"(58.8286755,-85.072784)"
2824,STORE_ERROR,3398 Wilson Harbors,"(87.034829,-15.226944)"
2825,Russell LLC,161 Olson Views Suite 472,"(11.6175825,-87.712914)"
2826,"Grant, Glenn and Hammond",629 Stephens Isle Suite 492,"(75.8810825,106.463252)"
2827,Marsh-Harper,6138 Spears Alley Apt. 420,"(-38.658101,80.811927)"
2828,Castro-Christian,5746 Amber Walks,"(65.2836935,77.863621)"
2829,,None,"(-38.186339,132.506091)"
2830,Washington-Davenport,4987 Michael Gateway,"(77.958713,60.613435)"
2831,"Mcdonald, Valdez and Oconnell",LOCATION_ERROR,"(12.880079,26.861608)"
2832,"Ray, Miller and Morales",LOCATION_ERROR,"(-35.7426935,-174.920675)"
2833,"Williams, Mccormick and Allen",70916 Rebecca Junctions,"(-81.2936435,-97.599500)"
2834,"Benitez, Johnson and Moore",91241 Gabriel Avenue Suite 735,"(28.773242,58.527361)"
2835,"Carlson, Maxwell and Bautista",66501 Mitchell Prairie,"(-71.1089055,-134.009438)"
2836,"Chaney, Joyce and Jones",65546 Zuniga Mountains,"(26.206313,61.227561)"
2837,Alexander Ltd,469 Holland Port,"(-57.987174,-95.542804)"
2838,Carr PLC,244 Amber Tunnel Apt. 081,"(1.835883,94.599116)"
2839,,55229 Raven Crest,"(-44.299330,-68.343523)"
2840,Payne-Wilkerson,70317 Julie Court,"(-49.1801715,-62.088983)"
2841,Porter Inc,1301 Beth Viaduct Apt. 341,"(12.835363,101.238683)"
2842,Frank-Barnes,10014 Smith Branch,DEMOGRAPHICS_ERROR
2843,Smith-Tanner,61673 Haley Prairie,"(-69.064318,46.579231)"
2844,Fields PLC,1019 Susan Square,
2845,"Davis, Williamson and Gay",4816 Bailey Mill,"(-60.3493665,30.116148)"
2846,STORE_ERROR,9366 Danielle Parkways,None
2847,"Ramirez, Nelson and Jones",586 Figueroa Tunnel,"(71.246278,-128.807188)"
2848,"Henderson, Ford and Lang",086 Mullins Fork Suite 160,"(-67.0054455,-146.420122)"
2849,"Davis, Dawson and Jones",86796 Owens Isle Suite 283,"(-56.0431005,-152.980075)"
2850,Harmon and Sons,20501 Nicholas Viaduct Apt. 367,"(73.5825855,-74.737907)"
2851,Johnson and Sons,74374 Mitchell Forges,"(-69.782221,121.250625)"
2852,Simmons Group,74991 Williams Tunnel,"(-32.1088105,177.938913)"
2853,None,654 Smith Shore,"(17.3055045,-99.304532)"
2854,Smith-Thomas,311 Young Centers Suite 385,"(-82.048665,-124.635124)"
2855,Kidd Inc,203 Stuart Green,"(3.463459,143.965498)"
2856,Moore-Lopez,427 Caleb Well,"(65.8513165,-165.967499)"
2857,"Lee, Spencer and Colon",860 Gonzalez Greens,"(-85.708093,-154.230119)"
2858,Hurst-Sims,716 Medina Cove,"(40.713972,43.462390)"
2859,Chavez-Wells,,"(32.1776155,118.489203)"
2860,Stanley PLC,5398 Eric Meadow,"(-79.1789545,-16.576829)"
2861,Smith-Wagner,LOCATION_ERROR,"(-17.9540245,40.693003)"
2862,Khan and Sons,480 Jeff Dam Suite 539,"(-27.5759045,169.494187)"
2863,Thompson-Rogers,0918 James Ramp Suite 114,"(56.7133025,-147.803051)"
2864,"Davila, Gill and Gonzalez",3893 Jordan Meadow,"(-37.2536095,-172.124421)"
2865,"Fuller, Gray and Torres",4414 Clark Land,"(-38.2492415,122.578553)"
2866,Atkins Ltd,6472 Sarah Walks Apt. 597,"(62.8740205,46.019645)"
2867,Jones Ltd,66303 Dylan Manor Apt. 009,"(74.124185,140.268521)"
2868,Thompson-Boyd,5582 Stephen Coves Suite 338,"(-30.883309,-1.789975)"
2869,Hernandez and Sons,012 Lawrence Glen,"(-57.526309,101.341170)"
2870,Greene Group,27816 Owen Bypass,"(-25.127514,-167.330335)"
2871,None,2466 Estes Glen Apt. 241,"(63.970142,61.914302)"
2872,"Atkins, Jarvis and Brady",679 Richard Inlet Apt. 973,"(-25.960547,64.801079)"
2873,Ray Inc,669 Reeves Radial Apt. 921,"(-37.213301,0.009781)"
2874,None,0248 Moran Forest,"(-2.642594,-165.282609)"
2875,Small Ltd,,"(-64.3869035,69.115210)"
2876,Parker Ltd,6297 Brian Track Suite 941,"(-7.9992945,27.905972)"
2877,"Stanley, Calhoun and Orozco",857 Joseph Pike Apt. 271,
2878,Pearson-Moore,LOCATION_ERROR,"(4.4589855,136.784908)"
2879,None,9377 Mejia Mills Suite 842,"(-36.4128205,111.776673)"
2880,Williams Ltd,638 Romero Rapid Apt. 117,
2881,"Montgomery, Crawford and Johnson",473 Rodriguez Coves Apt. 186,"(64.000684,-30.256686)"
2882,Monroe Inc,9708 Fernandez Point Suite 833,"(-44.2309175,-39.505203)"
2883,Miles PLC,None,"(-8.2804985,-133.265239)"
2884,Fernandez Inc,218 Kathleen Run Suite 208,"(-59.8473645,-77.454852)"
2885,Powers-Jimenez,644 Smith Corners Suite 754,DEMOGRAPHICS_ERROR
2886,Sparks-Edwards,63153 Stevens Walk,"(46.6861575,-169.618450)"
2887,Thomas-Vasquez,71060 Neal Cape Apt. 378,"(38.039082,146.636782)"
2888,Cohen-Matthews,35027 Wilkinson Expressway,"(-48.6401095,163.400732)"
2889,"Santiago, Lowe and Kim",088 Ortiz Vista,"(-66.8840935,5.572410)"
2890,Moran-Zuniga,1633 Brian Walk,"(-40.102487,67.629907)"
2891,Rogers-Green,268 Angie Forest Suite 736,DEMOGRAPHICS_ERROR
2892,"Santos, Thompson and Martinez",None,"(30.9484205,77.971248)"
2893,"Gutierrez, Nichols and Woods",LOCATION_ERROR,"(47.4367135,-147.254916)"
2894,Alvarez Group,None,"(-41.337681,165.961118)"
2895,"Freeman, Martin and Gonzalez",1543 Guerrero Ridge Suite 570,"(-77.8114115,-150.000411)"
2896,Collins PLC,246 Shannon Hollow Suite 887,"(-43.0757595,-23.060026)"
2897,"Watkins, Gutierrez and Holder",584 Joseph Squares,None
2898,"Kennedy, Sutton and Solis",92646 Timothy Canyon,"(-6.937268,129.990050)"
2899,Robinson Inc,None,"(-34.5193655,110.703993)"
2900,"James, Norris and Miller",8208 Kylie Club Suite 523,None
2901,"Horne, Ramsey and Potter",511 Davis Union,"(-9.9588355,-69.577646)"
2902,Jordan-Pierce,21114 Courtney Landing Suite 913,"(-77.9289285,-62.437897)"
2903,Hernandez and Sons,5655 Johnson Extensions Suite 271,"(-11.856127,101.902752)"
2904,Keller and Sons,2953 Kristen Extensions,"(88.9805535,176.203624)"
2905,Liu-Conway,1815 Johnson Cove,"(72.4515885,-16.973528)"
2906,"Rodriguez, Jackson and Smith",957 Weber Harbor,"(-78.796225,13.203215)"
2907,Mendoza-Gallegos,2743 Cook Hollow,"(-0.004100,30.553645)"
2908,Dawson-Adams,941 Crystal Harbor,"(-64.2572005,81.012058)"
2909,Gonzalez Ltd,057 Fields Walk Apt. 975,"(-48.848657,42.355864)"
